index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.4690828023769863,False,Irrelevant,1000,on,Raw,CA116
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5675981727898841,False,Irrelevant,1000,on,Raw,CA116
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.3417275864848704,False,Irrelevant,1000,on,Raw,CA116
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.4690828023769863,False,Irrelevant,1000,on,Raw,CA116
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.45701670946113226,False,Irrelevant,1000,on,Raw,CA116
7,bary-sq_euclidean_mean,V1_V2,IPS,0.3765021925270878,False,Irrelevant,1000,on,Raw,CA116
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5675981727898841,False,Irrelevant,1000,on,Raw,CA116
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.45701670946113226,False,Irrelevant,1000,on,Raw,CA116
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.3326955856863338,False,Irrelevant,1000,on,Raw,CA116
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.3417275864848704,False,Irrelevant,1000,on,Raw,CA116
13,bary-sq_euclidean_mean,IPS,V1_V2,0.3765021925270878,False,Irrelevant,1000,on,Raw,CA116
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.3326955856863338,False,Irrelevant,1000,on,Raw,CA116
17,bary-sq_euclidean_max,IPS,Category_Selective,3.972529893467027,False,Irrelevant,1000,on,Raw,CA116
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,6.7403743649781385,False,Irrelevant,1000,on,Raw,CA116
19,bary-sq_euclidean_max,V1_V2,Category_Selective,3.408919356596589,False,Irrelevant,1000,on,Raw,CA116
20,bary-sq_euclidean_max,Category_Selective,IPS,3.972529893467027,False,Irrelevant,1000,on,Raw,CA116
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,5.723514712019267,False,Irrelevant,1000,on,Raw,CA116
23,bary-sq_euclidean_max,V1_V2,IPS,4.967515010675469,False,Irrelevant,1000,on,Raw,CA116
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,6.7403743649781385,False,Irrelevant,1000,on,Raw,CA116
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,5.723514712019267,False,Irrelevant,1000,on,Raw,CA116
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,4.110034399598585,False,Irrelevant,1000,on,Raw,CA116
28,bary-sq_euclidean_max,Category_Selective,V1_V2,3.408919356596589,False,Irrelevant,1000,on,Raw,CA116
29,bary-sq_euclidean_max,IPS,V1_V2,4.967515010675469,False,Irrelevant,1000,on,Raw,CA116
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,4.110034399598585,False,Irrelevant,1000,on,Raw,CA116
33,bary-sq_euclidean_max_time,IPS,Category_Selective,400.0,False,Irrelevant,1000,on,Raw,CA116
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,160.0,False,Irrelevant,1000,on,Raw,CA116
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,87.0,False,Irrelevant,1000,on,Raw,CA116
36,bary-sq_euclidean_max_time,Category_Selective,IPS,400.0,False,Irrelevant,1000,on,Raw,CA116
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,276.0,False,Irrelevant,1000,on,Raw,CA116
39,bary-sq_euclidean_max_time,V1_V2,IPS,160.0,False,Irrelevant,1000,on,Raw,CA116
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,160.0,False,Irrelevant,1000,on,Raw,CA116
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,276.0,False,Irrelevant,1000,on,Raw,CA116
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,88.0,False,Irrelevant,1000,on,Raw,CA116
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,87.0,False,Irrelevant,1000,on,Raw,CA116
45,bary-sq_euclidean_max_time,IPS,V1_V2,160.0,False,Irrelevant,1000,on,Raw,CA116
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,88.0,False,Irrelevant,1000,on,Raw,CA116
49,bary-sq_dtw_mean,IPS,Category_Selective,0.49577029151292706,False,Irrelevant,1000,on,Raw,CA116
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.6220453963802873,False,Irrelevant,1000,on,Raw,CA116
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.36517323624596065,False,Irrelevant,1000,on,Raw,CA116
52,bary-sq_dtw_mean,Category_Selective,IPS,0.49577029151292706,False,Irrelevant,1000,on,Raw,CA116
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.5321903614770912,False,Irrelevant,1000,on,Raw,CA116
55,bary-sq_dtw_mean,V1_V2,IPS,0.4262605359591422,False,Irrelevant,1000,on,Raw,CA116
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.6220453963802873,False,Irrelevant,1000,on,Raw,CA116
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.5321903614770912,False,Irrelevant,1000,on,Raw,CA116
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.41120173928808607,False,Irrelevant,1000,on,Raw,CA116
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.36517323624596065,False,Irrelevant,1000,on,Raw,CA116
61,bary-sq_dtw_mean,IPS,V1_V2,0.4262605359591422,False,Irrelevant,1000,on,Raw,CA116
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.41120173928808607,False,Irrelevant,1000,on,Raw,CA116
65,bary-sq_dtw_max,IPS,Category_Selective,5.345541558688616,False,Irrelevant,1000,on,Raw,CA116
66,bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,6.731320746274728,False,Irrelevant,1000,on,Raw,CA116
67,bary-sq_dtw_max,V1_V2,Category_Selective,4.9568556965051735,False,Irrelevant,1000,on,Raw,CA116
68,bary-sq_dtw_max,Category_Selective,IPS,5.345541558688616,False,Irrelevant,1000,on,Raw,CA116
