index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.5419350794371376,False,Irrelevant,1000,on,Raw,CB061
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5046644073725473,False,Irrelevant,1000,on,Raw,CB061
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.30793227060981054,False,Irrelevant,1000,on,Raw,CB061
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.5419350794371376,False,Irrelevant,1000,on,Raw,CB061
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.47380285699341596,False,Irrelevant,1000,on,Raw,CB061
7,bary-sq_euclidean_mean,V1_V2,IPS,0.2694314494600973,False,Irrelevant,1000,on,Raw,CB061
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5046644073725473,False,Irrelevant,1000,on,Raw,CB061
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.47380285699341596,False,Irrelevant,1000,on,Raw,CB061
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.6148824819166808,False,Irrelevant,1000,on,Raw,CB061
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.30793227060981054,False,Irrelevant,1000,on,Raw,CB061
13,bary-sq_euclidean_mean,IPS,V1_V2,0.2694314494600973,False,Irrelevant,1000,on,Raw,CB061
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.6148824819166808,False,Irrelevant,1000,on,Raw,CB061
17,bary-sq_euclidean_max,IPS,Category_Selective,7.055975869123915,False,Irrelevant,1000,on,Raw,CB061
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.820520659748032,False,Irrelevant,1000,on,Raw,CB061
19,bary-sq_euclidean_max,V1_V2,Category_Selective,3.2410002876443404,False,Irrelevant,1000,on,Raw,CB061
20,bary-sq_euclidean_max,Category_Selective,IPS,7.055975869123915,False,Irrelevant,1000,on,Raw,CB061
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,8.367893951435905,False,Irrelevant,1000,on,Raw,CB061
23,bary-sq_euclidean_max,V1_V2,IPS,3.064437177681935,False,Irrelevant,1000,on,Raw,CB061
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,5.820520659748032,False,Irrelevant,1000,on,Raw,CB061
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,8.367893951435905,False,Irrelevant,1000,on,Raw,CB061
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,8.788089790039068,False,Irrelevant,1000,on,Raw,CB061
28,bary-sq_euclidean_max,Category_Selective,V1_V2,3.2410002876443404,False,Irrelevant,1000,on,Raw,CB061
29,bary-sq_euclidean_max,IPS,V1_V2,3.064437177681935,False,Irrelevant,1000,on,Raw,CB061
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,8.788089790039068,False,Irrelevant,1000,on,Raw,CB061
33,bary-sq_euclidean_max_time,IPS,Category_Selective,136.0,False,Irrelevant,1000,on,Raw,CB061
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,24.0,False,Irrelevant,1000,on,Raw,CB061
