index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.6264829114472019,False,Irrelevant,1000,on,Raw,CB073
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5292406883541269,False,Irrelevant,1000,on,Raw,CB073
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.21363926186455753,False,Irrelevant,1000,on,Raw,CB073
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.6264829114472019,False,Irrelevant,1000,on,Raw,CB073
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.5385627359644215,False,Irrelevant,1000,on,Raw,CB073
7,bary-sq_euclidean_mean,V1_V2,IPS,0.31575409380650127,False,Irrelevant,1000,on,Raw,CB073
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5292406883541269,False,Irrelevant,1000,on,Raw,CB073
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.5385627359644215,False,Irrelevant,1000,on,Raw,CB073
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.47185469945420283,False,Irrelevant,1000,on,Raw,CB073
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.21363926186455753,False,Irrelevant,1000,on,Raw,CB073
13,bary-sq_euclidean_mean,IPS,V1_V2,0.31575409380650127,False,Irrelevant,1000,on,Raw,CB073
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.47185469945420283,False,Irrelevant,1000,on,Raw,CB073
17,bary-sq_euclidean_max,IPS,Category_Selective,8.050606530567173,False,Irrelevant,1000,on,Raw,CB073
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,10.802293071568407,False,Irrelevant,1000,on,Raw,CB073
19,bary-sq_euclidean_max,V1_V2,Category_Selective,3.4510282179357645,False,Irrelevant,1000,on,Raw,CB073
20,bary-sq_euclidean_max,Category_Selective,IPS,8.050606530567173,False,Irrelevant,1000,on,Raw,CB073
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,8.359817420597977,False,Irrelevant,1000,on,Raw,CB073
