index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.4609001353364969,False,Irrelevant,1000,on,Raw,CA151
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5429877661841608,False,Irrelevant,1000,on,Raw,CA151
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.20514277493438998,False,Irrelevant,1000,on,Raw,CA151
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.4609001353364969,False,Irrelevant,1000,on,Raw,CA151
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.48867329398011133,False,Irrelevant,1000,on,Raw,CA151
7,bary-sq_euclidean_mean,V1_V2,IPS,0.5951587568783286,False,Irrelevant,1000,on,Raw,CA151
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5429877661841608,False,Irrelevant,1000,on,Raw,CA151
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.48867329398011133,False,Irrelevant,1000,on,Raw,CA151
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.3655614192845843,False,Irrelevant,1000,on,Raw,CA151
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.20514277493438998,False,Irrelevant,1000,on,Raw,CA151
13,bary-sq_euclidean_mean,IPS,V1_V2,0.5951587568783286,False,Irrelevant,1000,on,Raw,CA151
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.3655614192845843,False,Irrelevant,1000,on,Raw,CA151
17,bary-sq_euclidean_max,IPS,Category_Selective,5.812074700204818,False,Irrelevant,1000,on,Raw,CA151
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,6.020781198406511,False,Irrelevant,1000,on,Raw,CA151
19,bary-sq_euclidean_max,V1_V2,Category_Selective,2.0350676147722875,False,Irrelevant,1000,on,Raw,CA151
20,bary-sq_euclidean_max,Category_Selective,IPS,5.812074700204818,False,Irrelevant,1000,on,Raw,CA151
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,4.8862945317192965,False,Irrelevant,1000,on,Raw,CA151
23,bary-sq_euclidean_max,V1_V2,IPS,5.638305268707651,False,Irrelevant,1000,on,Raw,CA151
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,6.020781198406511,False,Irrelevant,1000,on,Raw,CA151
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,4.8862945317192965,False,Irrelevant,1000,on,Raw,CA151
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,4.105304049253628,False,Irrelevant,1000,on,Raw,CA151
28,bary-sq_euclidean_max,Category_Selective,V1_V2,2.0350676147722875,False,Irrelevant,1000,on,Raw,CA151
29,bary-sq_euclidean_max,IPS,V1_V2,5.638305268707651,False,Irrelevant,1000,on,Raw,CA151
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,4.105304049253628,False,Irrelevant,1000,on,Raw,CA151
33,bary-sq_euclidean_max_time,IPS,Category_Selective,195.0,False,Irrelevant,1000,on,Raw,CA151
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,208.0,False,Irrelevant,1000,on,Raw,CA151
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,540.0,False,Irrelevant,1000,on,Raw,CA151
36,bary-sq_euclidean_max_time,Category_Selective,IPS,195.0,False,Irrelevant,1000,on,Raw,CA151
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,186.0,False,Irrelevant,1000,on,Raw,CA151
39,bary-sq_euclidean_max_time,V1_V2,IPS,321.0,False,Irrelevant,1000,on,Raw,CA151
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,208.0,False,Irrelevant,1000,on,Raw,CA151
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,186.0,False,Irrelevant,1000,on,Raw,CA151
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,310.0,False,Irrelevant,1000,on,Raw,CA151
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,540.0,False,Irrelevant,1000,on,Raw,CA151
45,bary-sq_euclidean_max_time,IPS,V1_V2,321.0,False,Irrelevant,1000,on,Raw,CA151
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,310.0,False,Irrelevant,1000,on,Raw,CA151
49,bary-sq_dtw_mean,IPS,Category_Selective,0.48743214810820545,False,Irrelevant,1000,on,Raw,CA151
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.5817049167876823,False,Irrelevant,1000,on,Raw,CA151
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.27338768952524206,False,Irrelevant,1000,on,Raw,CA151
52,bary-sq_dtw_mean,Category_Selective,IPS,0.48743214810820545,False,Irrelevant,1000,on,Raw,CA151
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.5788060886502663,False,Irrelevant,1000,on,Raw,CA151
55,bary-sq_dtw_mean,V1_V2,IPS,0.6731922041284926,False,Irrelevant,1000,on,Raw,CA151
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.5817049167876823,False,Irrelevant,1000,on,Raw,CA151
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.5788060886502663,False,Irrelevant,1000,on,Raw,CA151
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.43993344975585824,False,Irrelevant,1000,on,Raw,CA151
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.27338768952524206,False,Irrelevant,1000,on,Raw,CA151
61,bary-sq_dtw_mean,IPS,V1_V2,0.6731922041284926,False,Irrelevant,1000,on,Raw,CA151
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.43993344975585824,False,Irrelevant,1000,on,Raw,CA151
65,bary-sq_dtw_max,IPS,Category_Selective,6.752167715403077,False,Irrelevant,1000,on,Raw,CA151
66,bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,7.049055066721547,False,Irrelevant,1000,on,Raw,CA151
67,bary-sq_dtw_max,V1_V2,Category_Selective,5.916948521514301,False,Irrelevant,1000,on,Raw,CA151
68,bary-sq_dtw_max,Category_Selective,IPS,6.752167715403077,False,Irrelevant,1000,on,Raw,CA151
70,bary-sq_dtw_max,Prefrontal_Cortex,IPS,5.520282882320939,False,Irrelevant,1000,on,Raw,CA151
71,bary-sq_dtw_max,V1_V2,IPS,7.759793458565412,False,Irrelevant,1000,on,Raw,CA151
72,bary-sq_dtw_max,Category_Selective,Prefrontal_Cortex,7.049055066721547,False,Irrelevant,1000,on,Raw,CA151
73,bary-sq_dtw_max,IPS,Prefrontal_Cortex,5.520282882320939,False,Irrelevant,1000,on,Raw,CA151
75,bary-sq_dtw_max,V1_V2,Prefrontal_Cortex,5.696620811624825,False,Irrelevant,1000,on,Raw,CA151
