index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.554067076730868,False,Irrelevant,1000,on,Raw,CB039
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.33895511187487537,False,Irrelevant,1000,on,Raw,CB039
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.1479378144206228,False,Irrelevant,1000,on,Raw,CB039
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.554067076730868,False,Irrelevant,1000,on,Raw,CB039
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.43695404276482985,False,Irrelevant,1000,on,Raw,CB039
7,bary-sq_euclidean_mean,V1_V2,IPS,0.31406400069669305,False,Irrelevant,1000,on,Raw,CB039
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.33895511187487537,False,Irrelevant,1000,on,Raw,CB039
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.43695404276482985,False,Irrelevant,1000,on,Raw,CB039
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.4686717237043695,False,Irrelevant,1000,on,Raw,CB039
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.1479378144206228,False,Irrelevant,1000,on,Raw,CB039
13,bary-sq_euclidean_mean,IPS,V1_V2,0.31406400069669305,False,Irrelevant,1000,on,Raw,CB039
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.4686717237043695,False,Irrelevant,1000,on,Raw,CB039
17,bary-sq_euclidean_max,IPS,Category_Selective,6.1202937542729,False,Irrelevant,1000,on,Raw,CB039
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,3.526147272672283,False,Irrelevant,1000,on,Raw,CB039
19,bary-sq_euclidean_max,V1_V2,Category_Selective,1.7990037800273588,False,Irrelevant,1000,on,Raw,CB039
20,bary-sq_euclidean_max,Category_Selective,IPS,6.1202937542729,False,Irrelevant,1000,on,Raw,CB039
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,3.557590175029538,False,Irrelevant,1000,on,Raw,CB039
23,bary-sq_euclidean_max,V1_V2,IPS,2.9358451590524743,False,Irrelevant,1000,on,Raw,CB039
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,3.526147272672283,False,Irrelevant,1000,on,Raw,CB039
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,3.557590175029538,False,Irrelevant,1000,on,Raw,CB039
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,4.061663143691299,False,Irrelevant,1000,on,Raw,CB039
28,bary-sq_euclidean_max,Category_Selective,V1_V2,1.7990037800273588,False,Irrelevant,1000,on,Raw,CB039
29,bary-sq_euclidean_max,IPS,V1_V2,2.9358451590524743,False,Irrelevant,1000,on,Raw,CB039
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,4.061663143691299,False,Irrelevant,1000,on,Raw,CB039
33,bary-sq_euclidean_max_time,IPS,Category_Selective,292.0,False,Irrelevant,1000,on,Raw,CB039
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,173.0,False,Irrelevant,1000,on,Raw,CB039
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,195.0,False,Irrelevant,1000,on,Raw,CB039
36,bary-sq_euclidean_max_time,Category_Selective,IPS,292.0,False,Irrelevant,1000,on,Raw,CB039
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,491.0,False,Irrelevant,1000,on,Raw,CB039
39,bary-sq_euclidean_max_time,V1_V2,IPS,337.0,False,Irrelevant,1000,on,Raw,CB039
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,173.0,False,Irrelevant,1000,on,Raw,CB039
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,491.0,False,Irrelevant,1000,on,Raw,CB039
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,270.0,False,Irrelevant,1000,on,Raw,CB039
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,195.0,False,Irrelevant,1000,on,Raw,CB039
45,bary-sq_euclidean_max_time,IPS,V1_V2,337.0,False,Irrelevant,1000,on,Raw,CB039
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,270.0,False,Irrelevant,1000,on,Raw,CB039
49,bary-sq_dtw_mean,IPS,Category_Selective,0.597532623897536,False,Irrelevant,1000,on,Raw,CB039
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.37222418080094644,False,Irrelevant,1000,on,Raw,CB039
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.1702458079475851,False,Irrelevant,1000,on,Raw,CB039
52,bary-sq_dtw_mean,Category_Selective,IPS,0.597532623897536,False,Irrelevant,1000,on,Raw,CB039
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.4844311544099729,False,Irrelevant,1000,on,Raw,CB039
55,bary-sq_dtw_mean,V1_V2,IPS,0.3461399125525677,False,Irrelevant,1000,on,Raw,CB039
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.37222418080094644,False,Irrelevant,1000,on,Raw,CB039
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.4844311544099729,False,Irrelevant,1000,on,Raw,CB039
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.5100156132496599,False,Irrelevant,1000,on,Raw,CB039
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.1702458079475851,False,Irrelevant,1000,on,Raw,CB039
61,bary-sq_dtw_mean,IPS,V1_V2,0.3461399125525677,False,Irrelevant,1000,on,Raw,CB039
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.5100156132496599,False,Irrelevant,1000,on,Raw,CB039
65,bary-sq_dtw_max,IPS,Category_Selective,7.88887083368628,False,Irrelevant,1000,on,Raw,CB039
66,bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,5.0986789568561965,False,Irrelevant,1000,on,Raw,CB039
67,bary-sq_dtw_max,V1_V2,Category_Selective,5.132729715261735,False,Irrelevant,1000,on,Raw,CB039
68,bary-sq_dtw_max,Category_Selective,IPS,7.88887083368628,False,Irrelevant,1000,on,Raw,CB039
70,bary-sq_dtw_max,Prefrontal_Cortex,IPS,6.828673708827404,False,Irrelevant,1000,on,Raw,CB039
71,bary-sq_dtw_max,V1_V2,IPS,6.33535596555467,False,Irrelevant,1000,on,Raw,CB039
72,bary-sq_dtw_max,Category_Selective,Prefrontal_Cortex,5.0986789568561965,False,Irrelevant,1000,on,Raw,CB039
73,bary-sq_dtw_max,IPS,Prefrontal_Cortex,6.828673708827404,False,Irrelevant,1000,on,Raw,CB039
75,bary-sq_dtw_max,V1_V2,Prefrontal_Cortex,6.032276803366875,False,Irrelevant,1000,on,Raw,CB039
76,bary-sq_dtw_max,Category_Selective,V1_V2,5.132729715261735,False,Irrelevant,1000,on,Raw,CB039
77,bary-sq_dtw_max,IPS,V1_V2,6.33535596555467,False,Irrelevant,1000,on,Raw,CB039
78,bary-sq_dtw_max,Prefrontal_Cortex,V1_V2,6.032276803366875,False,Irrelevant,1000,on,Raw,CB039
81,bary-sq_dtw_max_time,IPS,Category_Selective,292.0,False,Irrelevant,1000,on,Raw,CB039
82,bary-sq_dtw_max_time,Prefrontal_Cortex,Category_Selective,173.0,False,Irrelevant,1000,on,Raw,CB039
