index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.49274757487028753,False,Irrelevant,1000,on,Raw,CA108
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5984887717338074,False,Irrelevant,1000,on,Raw,CA108
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.2951154921586201,False,Irrelevant,1000,on,Raw,CA108
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.49274757487028753,False,Irrelevant,1000,on,Raw,CA108
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.4305618754496777,False,Irrelevant,1000,on,Raw,CA108
7,bary-sq_euclidean_mean,V1_V2,IPS,0.4799815425905956,False,Irrelevant,1000,on,Raw,CA108
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5984887717338074,False,Irrelevant,1000,on,Raw,CA108
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.4305618754496777,False,Irrelevant,1000,on,Raw,CA108
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.3961221650112048,False,Irrelevant,1000,on,Raw,CA108
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.2951154921586201,False,Irrelevant,1000,on,Raw,CA108
13,bary-sq_euclidean_mean,IPS,V1_V2,0.4799815425905956,False,Irrelevant,1000,on,Raw,CA108
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.3961221650112048,False,Irrelevant,1000,on,Raw,CA108
17,bary-sq_euclidean_max,IPS,Category_Selective,6.7415751201377025,False,Irrelevant,1000,on,Raw,CA108
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,9.093071544745413,False,Irrelevant,1000,on,Raw,CA108
19,bary-sq_euclidean_max,V1_V2,Category_Selective,4.043475454077659,False,Irrelevant,1000,on,Raw,CA108
20,bary-sq_euclidean_max,Category_Selective,IPS,6.7415751201377025,False,Irrelevant,1000,on,Raw,CA108
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,4.83529302000677,False,Irrelevant,1000,on,Raw,CA108
23,bary-sq_euclidean_max,V1_V2,IPS,7.019115348849895,False,Irrelevant,1000,on,Raw,CA108
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,9.093071544745413,False,Irrelevant,1000,on,Raw,CA108
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,4.83529302000677,False,Irrelevant,1000,on,Raw,CA108
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,3.8036265868077614,False,Irrelevant,1000,on,Raw,CA108
28,bary-sq_euclidean_max,Category_Selective,V1_V2,4.043475454077659,False,Irrelevant,1000,on,Raw,CA108
29,bary-sq_euclidean_max,IPS,V1_V2,7.019115348849895,False,Irrelevant,1000,on,Raw,CA108
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,3.8036265868077614,False,Irrelevant,1000,on,Raw,CA108
33,bary-sq_euclidean_max_time,IPS,Category_Selective,89.0,False,Irrelevant,1000,on,Raw,CA108
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,26.0,False,Irrelevant,1000,on,Raw,CA108
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,174.0,False,Irrelevant,1000,on,Raw,CA108
36,bary-sq_euclidean_max_time,Category_Selective,IPS,89.0,False,Irrelevant,1000,on,Raw,CA108
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,619.0,False,Irrelevant,1000,on,Raw,CA108
39,bary-sq_euclidean_max_time,V1_V2,IPS,88.0,False,Irrelevant,1000,on,Raw,CA108
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,26.0,False,Irrelevant,1000,on,Raw,CA108
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,619.0,False,Irrelevant,1000,on,Raw,CA108
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,26.0,False,Irrelevant,1000,on,Raw,CA108
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,174.0,False,Irrelevant,1000,on,Raw,CA108
45,bary-sq_euclidean_max_time,IPS,V1_V2,88.0,False,Irrelevant,1000,on,Raw,CA108
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,26.0,False,Irrelevant,1000,on,Raw,CA108
49,bary-sq_dtw_mean,IPS,Category_Selective,0.5797616289991366,False,Irrelevant,1000,on,Raw,CA108
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.7029875686606915,False,Irrelevant,1000,on,Raw,CA108
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.45138664752537955,False,Irrelevant,1000,on,Raw,CA108
52,bary-sq_dtw_mean,Category_Selective,IPS,0.5797616289991366,False,Irrelevant,1000,on,Raw,CA108
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.5226637050237536,False,Irrelevant,1000,on,Raw,CA108
55,bary-sq_dtw_mean,V1_V2,IPS,0.529819601477557,False,Irrelevant,1000,on,Raw,CA108
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.7029875686606915,False,Irrelevant,1000,on,Raw,CA108
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.5226637050237536,False,Irrelevant,1000,on,Raw,CA108
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.4980900497514235,False,Irrelevant,1000,on,Raw,CA108
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.45138664752537955,False,Irrelevant,1000,on,Raw,CA108
61,bary-sq_dtw_mean,IPS,V1_V2,0.529819601477557,False,Irrelevant,1000,on,Raw,CA108
