index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.4683456573800916,False,Irrelevant,1000,on,Raw,CB028
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.4386505870493346,False,Irrelevant,1000,on,Raw,CB028
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.3504069465491534,False,Irrelevant,1000,on,Raw,CB028
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.4683456573800916,False,Irrelevant,1000,on,Raw,CB028
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.6185907444142713,False,Irrelevant,1000,on,Raw,CB028
7,bary-sq_euclidean_mean,V1_V2,IPS,0.34586424716449415,False,Irrelevant,1000,on,Raw,CB028
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.4386505870493346,False,Irrelevant,1000,on,Raw,CB028
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.6185907444142713,False,Irrelevant,1000,on,Raw,CB028
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.5016202765303506,False,Irrelevant,1000,on,Raw,CB028
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.3504069465491534,False,Irrelevant,1000,on,Raw,CB028
13,bary-sq_euclidean_mean,IPS,V1_V2,0.34586424716449415,False,Irrelevant,1000,on,Raw,CB028
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.5016202765303506,False,Irrelevant,1000,on,Raw,CB028
17,bary-sq_euclidean_max,IPS,Category_Selective,5.5951058674069625,False,Irrelevant,1000,on,Raw,CB028
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,3.7012730237640588,False,Irrelevant,1000,on,Raw,CB028
19,bary-sq_euclidean_max,V1_V2,Category_Selective,3.9528576015342316,False,Irrelevant,1000,on,Raw,CB028
20,bary-sq_euclidean_max,Category_Selective,IPS,5.5951058674069625,False,Irrelevant,1000,on,Raw,CB028
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,7.2163129125331755,False,Irrelevant,1000,on,Raw,CB028
23,bary-sq_euclidean_max,V1_V2,IPS,4.8859760083899015,False,Irrelevant,1000,on,Raw,CB028
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,3.7012730237640588,False,Irrelevant,1000,on,Raw,CB028
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,7.2163129125331755,False,Irrelevant,1000,on,Raw,CB028
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,6.196761563268777,False,Irrelevant,1000,on,Raw,CB028
28,bary-sq_euclidean_max,Category_Selective,V1_V2,3.9528576015342316,False,Irrelevant,1000,on,Raw,CB028
29,bary-sq_euclidean_max,IPS,V1_V2,4.8859760083899015,False,Irrelevant,1000,on,Raw,CB028
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,6.196761563268777,False,Irrelevant,1000,on,Raw,CB028
33,bary-sq_euclidean_max_time,IPS,Category_Selective,124.0,False,Irrelevant,1000,on,Raw,CB028
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,124.0,False,Irrelevant,1000,on,Raw,CB028
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,348.0,False,Irrelevant,1000,on,Raw,CB028
36,bary-sq_euclidean_max_time,Category_Selective,IPS,124.0,False,Irrelevant,1000,on,Raw,CB028
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,577.0,False,Irrelevant,1000,on,Raw,CB028
39,bary-sq_euclidean_max_time,V1_V2,IPS,148.0,False,Irrelevant,1000,on,Raw,CB028
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,124.0,False,Irrelevant,1000,on,Raw,CB028
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,577.0,False,Irrelevant,1000,on,Raw,CB028
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,384.0,False,Irrelevant,1000,on,Raw,CB028
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,348.0,False,Irrelevant,1000,on,Raw,CB028
45,bary-sq_euclidean_max_time,IPS,V1_V2,148.0,False,Irrelevant,1000,on,Raw,CB028
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,384.0,False,Irrelevant,1000,on,Raw,CB028
49,bary-sq_dtw_mean,IPS,Category_Selective,0.538169263723296,False,Irrelevant,1000,on,Raw,CB028
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.5068765534118554,False,Irrelevant,1000,on,Raw,CB028
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.45850323441514657,False,Irrelevant,1000,on,Raw,CB028
52,bary-sq_dtw_mean,Category_Selective,IPS,0.538169263723296,False,Irrelevant,1000,on,Raw,CB028
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.6766922924843446,False,Irrelevant,1000,on,Raw,CB028
55,bary-sq_dtw_mean,V1_V2,IPS,0.3980631483856272,False,Irrelevant,1000,on,Raw,CB028
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.5068765534118554,False,Irrelevant,1000,on,Raw,CB028
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.6766922924843446,False,Irrelevant,1000,on,Raw,CB028
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.5323284449077987,False,Irrelevant,1000,on,Raw,CB028
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.45850323441514657,False,Irrelevant,1000,on,Raw,CB028
61,bary-sq_dtw_mean,IPS,V1_V2,0.3980631483856272,False,Irrelevant,1000,on,Raw,CB028
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.5323284449077987,False,Irrelevant,1000,on,Raw,CB028
65,bary-sq_dtw_max,IPS,Category_Selective,5.059485253361643,False,Irrelevant,1000,on,Raw,CB028
66,bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,6.5856410874737765,False,Irrelevant,1000,on,Raw,CB028
67,bary-sq_dtw_max,V1_V2,Category_Selective,6.99135349059615,False,Irrelevant,1000,on,Raw,CB028
68,bary-sq_dtw_max,Category_Selective,IPS,5.059485253361643,False,Irrelevant,1000,on,Raw,CB028
70,bary-sq_dtw_max,Prefrontal_Cortex,IPS,9.787826137937165,False,Irrelevant,1000,on,Raw,CB028
71,bary-sq_dtw_max,V1_V2,IPS,5.652765836507227,False,Irrelevant,1000,on,Raw,CB028
72,bary-sq_dtw_max,Category_Selective,Prefrontal_Cortex,6.5856410874737765,False,Irrelevant,1000,on,Raw,CB028
73,bary-sq_dtw_max,IPS,Prefrontal_Cortex,9.787826137937165,False,Irrelevant,1000,on,Raw,CB028
75,bary-sq_dtw_max,V1_V2,Prefrontal_Cortex,7.100673524606869,False,Irrelevant,1000,on,Raw,CB028
76,bary-sq_dtw_max,Category_Selective,V1_V2,6.99135349059615,False,Irrelevant,1000,on,Raw,CB028
77,bary-sq_dtw_max,IPS,V1_V2,5.652765836507227,False,Irrelevant,1000,on,Raw,CB028
78,bary-sq_dtw_max,Prefrontal_Cortex,V1_V2,7.100673524606869,False,Irrelevant,1000,on,Raw,CB028
81,bary-sq_dtw_max_time,IPS,Category_Selective,241.0,False,Irrelevant,1000,on,Raw,CB028
82,bary-sq_dtw_max_time,Prefrontal_Cortex,Category_Selective,926.0,False,Irrelevant,1000,on,Raw,CB028
