index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.36799132994734296,False,Irrelevant,1000,on,Raw,CA173
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5321989038390171,False,Irrelevant,1000,on,Raw,CA173
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.2055870252783353,False,Irrelevant,1000,on,Raw,CA173
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.36799132994734296,False,Irrelevant,1000,on,Raw,CA173
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.39734165126000875,False,Irrelevant,1000,on,Raw,CA173
7,bary-sq_euclidean_mean,V1_V2,IPS,0.6868188284951189,False,Irrelevant,1000,on,Raw,CA173
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5321989038390171,False,Irrelevant,1000,on,Raw,CA173
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.39734165126000875,False,Irrelevant,1000,on,Raw,CA173
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.4156405853509326,False,Irrelevant,1000,on,Raw,CA173
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.2055870252783353,False,Irrelevant,1000,on,Raw,CA173
13,bary-sq_euclidean_mean,IPS,V1_V2,0.6868188284951189,False,Irrelevant,1000,on,Raw,CA173
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.4156405853509326,False,Irrelevant,1000,on,Raw,CA173
17,bary-sq_euclidean_max,IPS,Category_Selective,4.990254974370162,False,Irrelevant,1000,on,Raw,CA173
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,5.812991951873755,False,Irrelevant,1000,on,Raw,CA173
19,bary-sq_euclidean_max,V1_V2,Category_Selective,2.8301941984446315,False,Irrelevant,1000,on,Raw,CA173
20,bary-sq_euclidean_max,Category_Selective,IPS,4.990254974370162,False,Irrelevant,1000,on,Raw,CA173
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,5.733999099810923,False,Irrelevant,1000,on,Raw,CA173
23,bary-sq_euclidean_max,V1_V2,IPS,9.723254625182705,False,Irrelevant,1000,on,Raw,CA173
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,5.812991951873755,False,Irrelevant,1000,on,Raw,CA173
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,5.733999099810923,False,Irrelevant,1000,on,Raw,CA173
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,3.43712844164072,False,Irrelevant,1000,on,Raw,CA173
28,bary-sq_euclidean_max,Category_Selective,V1_V2,2.8301941984446315,False,Irrelevant,1000,on,Raw,CA173
29,bary-sq_euclidean_max,IPS,V1_V2,9.723254625182705,False,Irrelevant,1000,on,Raw,CA173
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,3.43712844164072,False,Irrelevant,1000,on,Raw,CA173
33,bary-sq_euclidean_max_time,IPS,Category_Selective,146.0,False,Irrelevant,1000,on,Raw,CA173
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,18.0,False,Irrelevant,1000,on,Raw,CA173
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,146.0,False,Irrelevant,1000,on,Raw,CA173
36,bary-sq_euclidean_max_time,Category_Selective,IPS,146.0,False,Irrelevant,1000,on,Raw,CA173
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,232.0,False,Irrelevant,1000,on,Raw,CA173
39,bary-sq_euclidean_max_time,V1_V2,IPS,234.0,False,Irrelevant,1000,on,Raw,CA173
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,18.0,False,Irrelevant,1000,on,Raw,CA173
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,232.0,False,Irrelevant,1000,on,Raw,CA173
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,545.0,False,Irrelevant,1000,on,Raw,CA173
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,146.0,False,Irrelevant,1000,on,Raw,CA173
45,bary-sq_euclidean_max_time,IPS,V1_V2,234.0,False,Irrelevant,1000,on,Raw,CA173
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,545.0,False,Irrelevant,1000,on,Raw,CA173
49,bary-sq_dtw_mean,IPS,Category_Selective,0.42917969415913093,False,Irrelevant,1000,on,Raw,CA173
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.6138543842107271,False,Irrelevant,1000,on,Raw,CA173
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.3399557252999806,False,Irrelevant,1000,on,Raw,CA173
52,bary-sq_dtw_mean,Category_Selective,IPS,0.42917969415913093,False,Irrelevant,1000,on,Raw,CA173
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.44262522671022997,False,Irrelevant,1000,on,Raw,CA173
55,bary-sq_dtw_mean,V1_V2,IPS,0.7346142851671854,False,Irrelevant,1000,on,Raw,CA173
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.6138543842107271,False,Irrelevant,1000,on,Raw,CA173
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.44262522671022997,False,Irrelevant,1000,on,Raw,CA173
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.49464901032653263,False,Irrelevant,1000,on,Raw,CA173
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.3399557252999806,False,Irrelevant,1000,on,Raw,CA173
61,bary-sq_dtw_mean,IPS,V1_V2,0.7346142851671854,False,Irrelevant,1000,on,Raw,CA173
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.49464901032653263,False,Irrelevant,1000,on,Raw,CA173
