index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.655312889338262,False,Irrelevant,1000,on,Raw,CA176
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.6880018895009942,False,Irrelevant,1000,on,Raw,CA176
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.39243518053865684,False,Irrelevant,1000,on,Raw,CA176
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.655312889338262,False,Irrelevant,1000,on,Raw,CA176
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.6244797705822795,False,Irrelevant,1000,on,Raw,CA176
7,bary-sq_euclidean_mean,V1_V2,IPS,0.26616452751858727,False,Irrelevant,1000,on,Raw,CA176
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.6880018895009942,False,Irrelevant,1000,on,Raw,CA176
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.6244797705822795,False,Irrelevant,1000,on,Raw,CA176
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.4120234990698166,False,Irrelevant,1000,on,Raw,CA176
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.39243518053865684,False,Irrelevant,1000,on,Raw,CA176
13,bary-sq_euclidean_mean,IPS,V1_V2,0.26616452751858727,False,Irrelevant,1000,on,Raw,CA176
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.4120234990698166,False,Irrelevant,1000,on,Raw,CA176
17,bary-sq_euclidean_max,IPS,Category_Selective,9.518716061344623,False,Irrelevant,1000,on,Raw,CA176
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,11.486498745545498,False,Irrelevant,1000,on,Raw,CA176
19,bary-sq_euclidean_max,V1_V2,Category_Selective,4.280689450706156,False,Irrelevant,1000,on,Raw,CA176
20,bary-sq_euclidean_max,Category_Selective,IPS,9.518716061344623,False,Irrelevant,1000,on,Raw,CA176
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,5.7219196042568505,False,Irrelevant,1000,on,Raw,CA176
23,bary-sq_euclidean_max,V1_V2,IPS,2.459855583246336,False,Irrelevant,1000,on,Raw,CA176
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,11.486498745545498,False,Irrelevant,1000,on,Raw,CA176
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,5.7219196042568505,False,Irrelevant,1000,on,Raw,CA176
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,3.8884561339479022,False,Irrelevant,1000,on,Raw,CA176
28,bary-sq_euclidean_max,Category_Selective,V1_V2,4.280689450706156,False,Irrelevant,1000,on,Raw,CA176
29,bary-sq_euclidean_max,IPS,V1_V2,2.459855583246336,False,Irrelevant,1000,on,Raw,CA176
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,3.8884561339479022,False,Irrelevant,1000,on,Raw,CA176
33,bary-sq_euclidean_max_time,IPS,Category_Selective,170.0,False,Irrelevant,1000,on,Raw,CA176
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,149.0,False,Irrelevant,1000,on,Raw,CA176
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,148.0,False,Irrelevant,1000,on,Raw,CA176
36,bary-sq_euclidean_max_time,Category_Selective,IPS,170.0,False,Irrelevant,1000,on,Raw,CA176
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,181.0,False,Irrelevant,1000,on,Raw,CA176
39,bary-sq_euclidean_max_time,V1_V2,IPS,900.0,False,Irrelevant,1000,on,Raw,CA176
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,149.0,False,Irrelevant,1000,on,Raw,CA176
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,181.0,False,Irrelevant,1000,on,Raw,CA176
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,148.0,False,Irrelevant,1000,on,Raw,CA176
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,148.0,False,Irrelevant,1000,on,Raw,CA176
45,bary-sq_euclidean_max_time,IPS,V1_V2,900.0,False,Irrelevant,1000,on,Raw,CA176
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,148.0,False,Irrelevant,1000,on,Raw,CA176
49,bary-sq_dtw_mean,IPS,Category_Selective,0.7110092680651428,False,Irrelevant,1000,on,Raw,CA176
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.7424000586841516,False,Irrelevant,1000,on,Raw,CA176
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.4585092426257792,False,Irrelevant,1000,on,Raw,CA176
52,bary-sq_dtw_mean,Category_Selective,IPS,0.7110092680651428,False,Irrelevant,1000,on,Raw,CA176
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.6833791599229585,False,Irrelevant,1000,on,Raw,CA176
55,bary-sq_dtw_mean,V1_V2,IPS,0.3022480907625569,False,Irrelevant,1000,on,Raw,CA176
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.7424000586841516,False,Irrelevant,1000,on,Raw,CA176
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.6833791599229585,False,Irrelevant,1000,on,Raw,CA176
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.4682155980548935,False,Irrelevant,1000,on,Raw,CA176
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.4585092426257792,False,Irrelevant,1000,on,Raw,CA176
61,bary-sq_dtw_mean,IPS,V1_V2,0.3022480907625569,False,Irrelevant,1000,on,Raw,CA176
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.4682155980548935,False,Irrelevant,1000,on,Raw,CA176
65,bary-sq_dtw_max,IPS,Category_Selective,10.937096507330226,False,Irrelevant,1000,on,Raw,CA176
66,bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,10.56410835898639,False,Irrelevant,1000,on,Raw,CA176
67,bary-sq_dtw_max,V1_V2,Category_Selective,6.894879218091842,False,Irrelevant,1000,on,Raw,CA176
68,bary-sq_dtw_max,Category_Selective,IPS,10.937096507330226,False,Irrelevant,1000,on,Raw,CA176
70,bary-sq_dtw_max,Prefrontal_Cortex,IPS,7.128142611606965,False,Irrelevant,1000,on,Raw,CA176
71,bary-sq_dtw_max,V1_V2,IPS,5.472384571126069,False,Irrelevant,1000,on,Raw,CA176
72,bary-sq_dtw_max,Category_Selective,Prefrontal_Cortex,10.56410835898639,False,Irrelevant,1000,on,Raw,CA176
73,bary-sq_dtw_max,IPS,Prefrontal_Cortex,7.128142611606965,False,Irrelevant,1000,on,Raw,CA176
75,bary-sq_dtw_max,V1_V2,Prefrontal_Cortex,5.980770388044044,False,Irrelevant,1000,on,Raw,CA176
76,bary-sq_dtw_max,Category_Selective,V1_V2,6.894879218091842,False,Irrelevant,1000,on,Raw,CA176
77,bary-sq_dtw_max,IPS,V1_V2,5.472384571126069,False,Irrelevant,1000,on,Raw,CA176
78,bary-sq_dtw_max,Prefrontal_Cortex,V1_V2,5.980770388044044,False,Irrelevant,1000,on,Raw,CA176
81,bary-sq_dtw_max_time,IPS,Category_Selective,170.0,False,Irrelevant,1000,on,Raw,CA176
82,bary-sq_dtw_max_time,Prefrontal_Cortex,Category_Selective,149.0,False,Irrelevant,1000,on,Raw,CA176
83,bary-sq_dtw_max_time,V1_V2,Category_Selective,148.0,False,Irrelevant,1000,on,Raw,CA176
84,bary-sq_dtw_max_time,Category_Selective,IPS,170.0,False,Irrelevant,1000,on,Raw,CA176
86,bary-sq_dtw_max_time,Prefrontal_Cortex,IPS,166.0,False,Irrelevant,1000,on,Raw,CA176
87,bary-sq_dtw_max_time,V1_V2,IPS,156.0,False,Irrelevant,1000,on,Raw,CA176
88,bary-sq_dtw_max_time,Category_Selective,Prefrontal_Cortex,149.0,False,Irrelevant,1000,on,Raw,CA176
