index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.6036677079322842,False,Irrelevant,1000,on,Raw,CA160
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.6125177323214852,False,Irrelevant,1000,on,Raw,CA160
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.20761547135947342,False,Irrelevant,1000,on,Raw,CA160
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.6036677079322842,False,Irrelevant,1000,on,Raw,CA160
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.6459034810351508,False,Irrelevant,1000,on,Raw,CA160
7,bary-sq_euclidean_mean,V1_V2,IPS,0.4911824205225325,False,Irrelevant,1000,on,Raw,CA160
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.6125177323214852,False,Irrelevant,1000,on,Raw,CA160
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.6459034810351508,False,Irrelevant,1000,on,Raw,CA160
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.34469641886322394,False,Irrelevant,1000,on,Raw,CA160
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.20761547135947342,False,Irrelevant,1000,on,Raw,CA160
13,bary-sq_euclidean_mean,IPS,V1_V2,0.4911824205225325,False,Irrelevant,1000,on,Raw,CA160
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.34469641886322394,False,Irrelevant,1000,on,Raw,CA160
17,bary-sq_euclidean_max,IPS,Category_Selective,7.940896306699794,False,Irrelevant,1000,on,Raw,CA160
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,7.013561708495798,False,Irrelevant,1000,on,Raw,CA160
19,bary-sq_euclidean_max,V1_V2,Category_Selective,2.7343044463942703,False,Irrelevant,1000,on,Raw,CA160
20,bary-sq_euclidean_max,Category_Selective,IPS,7.940896306699794,False,Irrelevant,1000,on,Raw,CA160
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,5.439079593697401,False,Irrelevant,1000,on,Raw,CA160
23,bary-sq_euclidean_max,V1_V2,IPS,7.915335903362118,False,Irrelevant,1000,on,Raw,CA160
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,7.013561708495798,False,Irrelevant,1000,on,Raw,CA160
