index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.4556969892981507,False,Irrelevant,1000,on,Raw,CA109
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.49424224226098024,False,Irrelevant,1000,on,Raw,CA109
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.22275242264583262,False,Irrelevant,1000,on,Raw,CA109
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.4556969892981507,False,Irrelevant,1000,on,Raw,CA109
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.36526745733870586,False,Irrelevant,1000,on,Raw,CA109
7,bary-sq_euclidean_mean,V1_V2,IPS,0.234663630810159,False,Irrelevant,1000,on,Raw,CA109
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.49424224226098024,False,Irrelevant,1000,on,Raw,CA109
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.36526745733870586,False,Irrelevant,1000,on,Raw,CA109
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.5488876428270937,False,Irrelevant,1000,on,Raw,CA109
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.22275242264583262,False,Irrelevant,1000,on,Raw,CA109
13,bary-sq_euclidean_mean,IPS,V1_V2,0.234663630810159,False,Irrelevant,1000,on,Raw,CA109
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.5488876428270937,False,Irrelevant,1000,on,Raw,CA109
17,bary-sq_euclidean_max,IPS,Category_Selective,4.0913661001040715,False,Irrelevant,1000,on,Raw,CA109
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,4.261634902946258,False,Irrelevant,1000,on,Raw,CA109
19,bary-sq_euclidean_max,V1_V2,Category_Selective,3.2455579686746376,False,Irrelevant,1000,on,Raw,CA109
20,bary-sq_euclidean_max,Category_Selective,IPS,4.0913661001040715,False,Irrelevant,1000,on,Raw,CA109
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,4.165509787971246,False,Irrelevant,1000,on,Raw,CA109
23,bary-sq_euclidean_max,V1_V2,IPS,4.074332989300889,False,Irrelevant,1000,on,Raw,CA109
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,4.261634902946258,False,Irrelevant,1000,on,Raw,CA109
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,4.165509787971246,False,Irrelevant,1000,on,Raw,CA109
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,5.058111421509974,False,Irrelevant,1000,on,Raw,CA109
28,bary-sq_euclidean_max,Category_Selective,V1_V2,3.2455579686746376,False,Irrelevant,1000,on,Raw,CA109
29,bary-sq_euclidean_max,IPS,V1_V2,4.074332989300889,False,Irrelevant,1000,on,Raw,CA109
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,5.058111421509974,False,Irrelevant,1000,on,Raw,CA109
