index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.5714471616553618,False,Irrelevant,1000,on,Raw,CB065
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.5109186796115368,False,Irrelevant,1000,on,Raw,CB065
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.24059258096006308,False,Irrelevant,1000,on,Raw,CB065
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.5714471616553618,False,Irrelevant,1000,on,Raw,CB065
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.5149776633234189,False,Irrelevant,1000,on,Raw,CB065
7,bary-sq_euclidean_mean,V1_V2,IPS,0.4429053029860289,False,Irrelevant,1000,on,Raw,CB065
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.5109186796115368,False,Irrelevant,1000,on,Raw,CB065
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.5149776633234189,False,Irrelevant,1000,on,Raw,CB065
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.5609865949802875,False,Irrelevant,1000,on,Raw,CB065
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.24059258096006308,False,Irrelevant,1000,on,Raw,CB065
13,bary-sq_euclidean_mean,IPS,V1_V2,0.4429053029860289,False,Irrelevant,1000,on,Raw,CB065
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.5609865949802875,False,Irrelevant,1000,on,Raw,CB065
17,bary-sq_euclidean_max,IPS,Category_Selective,6.062983482178589,False,Irrelevant,1000,on,Raw,CB065
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,6.139473576084174,False,Irrelevant,1000,on,Raw,CB065
19,bary-sq_euclidean_max,V1_V2,Category_Selective,2.4640707592293816,False,Irrelevant,1000,on,Raw,CB065
20,bary-sq_euclidean_max,Category_Selective,IPS,6.062983482178589,False,Irrelevant,1000,on,Raw,CB065
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,5.786157624303016,False,Irrelevant,1000,on,Raw,CB065
23,bary-sq_euclidean_max,V1_V2,IPS,4.366754571778685,False,Irrelevant,1000,on,Raw,CB065
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,6.139473576084174,False,Irrelevant,1000,on,Raw,CB065
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,5.786157624303016,False,Irrelevant,1000,on,Raw,CB065
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,5.858233786562661,False,Irrelevant,1000,on,Raw,CB065
28,bary-sq_euclidean_max,Category_Selective,V1_V2,2.4640707592293816,False,Irrelevant,1000,on,Raw,CB065
29,bary-sq_euclidean_max,IPS,V1_V2,4.366754571778685,False,Irrelevant,1000,on,Raw,CB065
30,bary-sq_euclidean_max,Prefrontal_Cortex,V1_V2,5.858233786562661,False,Irrelevant,1000,on,Raw,CB065
33,bary-sq_euclidean_max_time,IPS,Category_Selective,296.0,False,Irrelevant,1000,on,Raw,CB065
34,bary-sq_euclidean_max_time,Prefrontal_Cortex,Category_Selective,46.0,False,Irrelevant,1000,on,Raw,CB065
35,bary-sq_euclidean_max_time,V1_V2,Category_Selective,220.0,False,Irrelevant,1000,on,Raw,CB065
36,bary-sq_euclidean_max_time,Category_Selective,IPS,296.0,False,Irrelevant,1000,on,Raw,CB065
38,bary-sq_euclidean_max_time,Prefrontal_Cortex,IPS,546.0,False,Irrelevant,1000,on,Raw,CB065
39,bary-sq_euclidean_max_time,V1_V2,IPS,101.0,False,Irrelevant,1000,on,Raw,CB065
40,bary-sq_euclidean_max_time,Category_Selective,Prefrontal_Cortex,46.0,False,Irrelevant,1000,on,Raw,CB065
41,bary-sq_euclidean_max_time,IPS,Prefrontal_Cortex,546.0,False,Irrelevant,1000,on,Raw,CB065
43,bary-sq_euclidean_max_time,V1_V2,Prefrontal_Cortex,3.0,False,Irrelevant,1000,on,Raw,CB065
44,bary-sq_euclidean_max_time,Category_Selective,V1_V2,220.0,False,Irrelevant,1000,on,Raw,CB065
45,bary-sq_euclidean_max_time,IPS,V1_V2,101.0,False,Irrelevant,1000,on,Raw,CB065
46,bary-sq_euclidean_max_time,Prefrontal_Cortex,V1_V2,3.0,False,Irrelevant,1000,on,Raw,CB065
49,bary-sq_dtw_mean,IPS,Category_Selective,0.6842566411148974,False,Irrelevant,1000,on,Raw,CB065
50,bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,0.6221657949815167,False,Irrelevant,1000,on,Raw,CB065
51,bary-sq_dtw_mean,V1_V2,Category_Selective,0.380372791652258,False,Irrelevant,1000,on,Raw,CB065
52,bary-sq_dtw_mean,Category_Selective,IPS,0.6842566411148974,False,Irrelevant,1000,on,Raw,CB065
54,bary-sq_dtw_mean,Prefrontal_Cortex,IPS,0.6371919818425315,False,Irrelevant,1000,on,Raw,CB065
55,bary-sq_dtw_mean,V1_V2,IPS,0.5620363027678199,False,Irrelevant,1000,on,Raw,CB065
56,bary-sq_dtw_mean,Category_Selective,Prefrontal_Cortex,0.6221657949815167,False,Irrelevant,1000,on,Raw,CB065
57,bary-sq_dtw_mean,IPS,Prefrontal_Cortex,0.6371919818425315,False,Irrelevant,1000,on,Raw,CB065
59,bary-sq_dtw_mean,V1_V2,Prefrontal_Cortex,0.6570605810065726,False,Irrelevant,1000,on,Raw,CB065
60,bary-sq_dtw_mean,Category_Selective,V1_V2,0.380372791652258,False,Irrelevant,1000,on,Raw,CB065
61,bary-sq_dtw_mean,IPS,V1_V2,0.5620363027678199,False,Irrelevant,1000,on,Raw,CB065
62,bary-sq_dtw_mean,Prefrontal_Cortex,V1_V2,0.6570605810065726,False,Irrelevant,1000,on,Raw,CB065
65,bary-sq_dtw_max,IPS,Category_Selective,6.455596873998541,False,Irrelevant,1000,on,Raw,CB065
66,bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,6.139473576084174,False,Irrelevant,1000,on,Raw,CB065
67,bary-sq_dtw_max,V1_V2,Category_Selective,7.982240883189722,False,Irrelevant,1000,on,Raw,CB065
68,bary-sq_dtw_max,Category_Selective,IPS,6.455596873998541,False,Irrelevant,1000,on,Raw,CB065
70,bary-sq_dtw_max,Prefrontal_Cortex,IPS,7.374148030473218,False,Irrelevant,1000,on,Raw,CB065
71,bary-sq_dtw_max,V1_V2,IPS,8.053645018674963,False,Irrelevant,1000,on,Raw,CB065
72,bary-sq_dtw_max,Category_Selective,Prefrontal_Cortex,6.139473576084174,False,Irrelevant,1000,on,Raw,CB065
73,bary-sq_dtw_max,IPS,Prefrontal_Cortex,7.374148030473218,False,Irrelevant,1000,on,Raw,CB065
75,bary-sq_dtw_max,V1_V2,Prefrontal_Cortex,6.820181663630276,False,Irrelevant,1000,on,Raw,CB065
76,bary-sq_dtw_max,Category_Selective,V1_V2,7.982240883189722,False,Irrelevant,1000,on,Raw,CB065
77,bary-sq_dtw_max,IPS,V1_V2,8.053645018674963,False,Irrelevant,1000,on,Raw,CB065
78,bary-sq_dtw_max,Prefrontal_Cortex,V1_V2,6.820181663630276,False,Irrelevant,1000,on,Raw,CB065
81,bary-sq_dtw_max_time,IPS,Category_Selective,40.0,False,Irrelevant,1000,on,Raw,CB065
82,bary-sq_dtw_max_time,Prefrontal_Cortex,Category_Selective,46.0,False,Irrelevant,1000,on,Raw,CB065
83,bary-sq_dtw_max_time,V1_V2,Category_Selective,578.0,False,Irrelevant,1000,on,Raw,CB065
84,bary-sq_dtw_max_time,Category_Selective,IPS,40.0,False,Irrelevant,1000,on,Raw,CB065
86,bary-sq_dtw_max_time,Prefrontal_Cortex,IPS,195.0,False,Irrelevant,1000,on,Raw,CB065
87,bary-sq_dtw_max_time,V1_V2,IPS,94.0,False,Irrelevant,1000,on,Raw,CB065
88,bary-sq_dtw_max_time,Category_Selective,Prefrontal_Cortex,46.0,False,Irrelevant,1000,on,Raw,CB065
89,bary-sq_dtw_max_time,IPS,Prefrontal_Cortex,195.0,False,Irrelevant,1000,on,Raw,CB065
91,bary-sq_dtw_max_time,V1_V2,Prefrontal_Cortex,539.0,False,Irrelevant,1000,on,Raw,CB065
92,bary-sq_dtw_max_time,Category_Selective,V1_V2,578.0,False,Irrelevant,1000,on,Raw,CB065
93,bary-sq_dtw_max_time,IPS,V1_V2,94.0,False,Irrelevant,1000,on,Raw,CB065
94,bary-sq_dtw_max_time,Prefrontal_Cortex,V1_V2,539.0,False,Irrelevant,1000,on,Raw,CB065
97,bary-sq_sgddtw_mean,IPS,Category_Selective,0.5978100228747119,False,Irrelevant,1000,on,Raw,CB065
98,bary-sq_sgddtw_mean,Prefrontal_Cortex,Category_Selective,0.5341193321413781,False,Irrelevant,1000,on,Raw,CB065
99,bary-sq_sgddtw_mean,V1_V2,Category_Selective,0.2891975754213424,False,Irrelevant,1000,on,Raw,CB065
100,bary-sq_sgddtw_mean,Category_Selective,IPS,0.5978100228747119,False,Irrelevant,1000,on,Raw,CB065
102,bary-sq_sgddtw_mean,Prefrontal_Cortex,IPS,0.544189808364109,False,Irrelevant,1000,on,Raw,CB065
103,bary-sq_sgddtw_mean,V1_V2,IPS,0.47338962380576427,False,Irrelevant,1000,on,Raw,CB065
104,bary-sq_sgddtw_mean,Category_Selective,Prefrontal_Cortex,0.5341193321413781,False,Irrelevant,1000,on,Raw,CB065
105,bary-sq_sgddtw_mean,IPS,Prefrontal_Cortex,0.544189808364109,False,Irrelevant,1000,on,Raw,CB065
107,bary-sq_sgddtw_mean,V1_V2,Prefrontal_Cortex,0.5833323245402221,False,Irrelevant,1000,on,Raw,CB065
108,bary-sq_sgddtw_mean,Category_Selective,V1_V2,0.2891975754213424,False,Irrelevant,1000,on,Raw,CB065
109,bary-sq_sgddtw_mean,IPS,V1_V2,0.47338962380576427,False,Irrelevant,1000,on,Raw,CB065
110,bary-sq_sgddtw_mean,Prefrontal_Cortex,V1_V2,0.5833323245402221,False,Irrelevant,1000,on,Raw,CB065
113,bary-sq_sgddtw_max,IPS,Category_Selective,6.04360809682848,False,Irrelevant,1000,on,Raw,CB065
114,bary-sq_sgddtw_max,Prefrontal_Cortex,Category_Selective,6.179568827098332,False,Irrelevant,1000,on,Raw,CB065
115,bary-sq_sgddtw_max,V1_V2,Category_Selective,5.420425252708479,False,Irrelevant,1000,on,Raw,CB065
116,bary-sq_sgddtw_max,Category_Selective,IPS,6.04360809682848,False,Irrelevant,1000,on,Raw,CB065
118,bary-sq_sgddtw_max,Prefrontal_Cortex,IPS,5.783106456419107,False,Irrelevant,1000,on,Raw,CB065
119,bary-sq_sgddtw_max,V1_V2,IPS,4.9033682687820725,False,Irrelevant,1000,on,Raw,CB065
120,bary-sq_sgddtw_max,Category_Selective,Prefrontal_Cortex,6.179568827098332,False,Irrelevant,1000,on,Raw,CB065
121,bary-sq_sgddtw_max,IPS,Prefrontal_Cortex,5.783106456419107,False,Irrelevant,1000,on,Raw,CB065
123,bary-sq_sgddtw_max,V1_V2,Prefrontal_Cortex,5.869491451770177,False,Irrelevant,1000,on,Raw,CB065
124,bary-sq_sgddtw_max,Category_Selective,V1_V2,5.420425252708479,False,Irrelevant,1000,on,Raw,CB065
125,bary-sq_sgddtw_max,IPS,V1_V2,4.9033682687820725,False,Irrelevant,1000,on,Raw,CB065
126,bary-sq_sgddtw_max,Prefrontal_Cortex,V1_V2,5.869491451770177,False,Irrelevant,1000,on,Raw,CB065
129,bary-sq_sgddtw_max_time,IPS,Category_Selective,296.0,False,Irrelevant,1000,on,Raw,CB065
130,bary-sq_sgddtw_max_time,Prefrontal_Cortex,Category_Selective,46.0,False,Irrelevant,1000,on,Raw,CB065
