index,SPI,meta_ROI_from,meta_ROI_to,value,stimulus_type,relevance_type,duration,stimulus_presentation,Data_Type,subject_ID
1,bary-sq_euclidean_mean,IPS,Category_Selective,0.4845999451082081,False,Irrelevant,1000,on,Raw,CB029
2,bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,0.46932142908008034,False,Irrelevant,1000,on,Raw,CB029
3,bary-sq_euclidean_mean,V1_V2,Category_Selective,0.1967539413759533,False,Irrelevant,1000,on,Raw,CB029
4,bary-sq_euclidean_mean,Category_Selective,IPS,0.4845999451082081,False,Irrelevant,1000,on,Raw,CB029
6,bary-sq_euclidean_mean,Prefrontal_Cortex,IPS,0.4107264006264578,False,Irrelevant,1000,on,Raw,CB029
7,bary-sq_euclidean_mean,V1_V2,IPS,0.5132135105337411,False,Irrelevant,1000,on,Raw,CB029
8,bary-sq_euclidean_mean,Category_Selective,Prefrontal_Cortex,0.46932142908008034,False,Irrelevant,1000,on,Raw,CB029
9,bary-sq_euclidean_mean,IPS,Prefrontal_Cortex,0.4107264006264578,False,Irrelevant,1000,on,Raw,CB029
11,bary-sq_euclidean_mean,V1_V2,Prefrontal_Cortex,0.4348712721943093,False,Irrelevant,1000,on,Raw,CB029
12,bary-sq_euclidean_mean,Category_Selective,V1_V2,0.1967539413759533,False,Irrelevant,1000,on,Raw,CB029
13,bary-sq_euclidean_mean,IPS,V1_V2,0.5132135105337411,False,Irrelevant,1000,on,Raw,CB029
14,bary-sq_euclidean_mean,Prefrontal_Cortex,V1_V2,0.4348712721943093,False,Irrelevant,1000,on,Raw,CB029
17,bary-sq_euclidean_max,IPS,Category_Selective,5.07746802686987,False,Irrelevant,1000,on,Raw,CB029
18,bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,4.85367785245431,False,Irrelevant,1000,on,Raw,CB029
19,bary-sq_euclidean_max,V1_V2,Category_Selective,2.0511424799958022,False,Irrelevant,1000,on,Raw,CB029
20,bary-sq_euclidean_max,Category_Selective,IPS,5.07746802686987,False,Irrelevant,1000,on,Raw,CB029
22,bary-sq_euclidean_max,Prefrontal_Cortex,IPS,4.924506404914674,False,Irrelevant,1000,on,Raw,CB029
23,bary-sq_euclidean_max,V1_V2,IPS,5.507220816415525,False,Irrelevant,1000,on,Raw,CB029
24,bary-sq_euclidean_max,Category_Selective,Prefrontal_Cortex,4.85367785245431,False,Irrelevant,1000,on,Raw,CB029
25,bary-sq_euclidean_max,IPS,Prefrontal_Cortex,4.924506404914674,False,Irrelevant,1000,on,Raw,CB029
27,bary-sq_euclidean_max,V1_V2,Prefrontal_Cortex,4.999969655305208,False,Irrelevant,1000,on,Raw,CB029
28,bary-sq_euclidean_max,Category_Selective,V1_V2,2.0511424799958022,False,Irrelevant,1000,on,Raw,CB029
